halfAngle,speed,target
17.0,409.0,0
19.0,400.0,0
21.0,240.0,0
20.0,524.0,0
26.0,200.0,0
50.0,660.0,0
25.0,375.0,0
15.0,319.0,0
12.0,365.0,0
20.0,670.0,0
20.0,290.0,0
50.0,521.0,0
23.0,474.0,0
8.0,500.0,0
30.0,270.0,0
19.0,530.0,0
27.0,310.0,0
15.0,616.0,0
14.0,289.0,0
16.0,298.0,0
16.0,375.0,0
12.0,258.0,0
11.0,332.0,0
25.0,894.0,0
27.0,270.0,0
25.0,576.0,1
11.0,303.0,0
36.0,630.0,0
35.0,431.0,0
27.0,309.0,0
18.0,400.0,0
49.0,422.0,2
9.0,916.0,0
8.0,300.0,0
47.0,460.0,0
32.0,570.0,0
21.0,320.0,0
15.0,815.0,0
21.0,290.0,0
41.0,1110.0,0
46.0,800.0,1
18.0,600.0,0
56.0,1176.0,1
20.0,520.0,0
64.0,1100.0,1
23.0,750.0,0
22.0,457.0,0
38.0,207.0,0
30.0,405.0,0
21.0,892.0,0
17.0,443.0,0
10.0,421.0,0
10.0,390.0,0
32.0,751.0,0
20.0,280.0,0
20.0,300.0,0
45.0,460.0,0
20.0,525.0,0
27.0,410.0,0
14.0,361.0,0
33.0,333.0,0
34.0,610.0,0
14.0,630.0,0
20.0,285.0,0
36.0,601.0,0
22.0,291.0,0
14.0,370.0,0
22.0,323.0,0
13.0,310.0,0
22.0,220.0,0
18.0,400.0,0
40.0,460.0,0
30.0,503.0,0
10.0,244.0,0
15.0,504.0,0
16.0,537.0,0
23.0,395.0,0
28.0,492.0,1
47.0,300.0,0
19.0,362.0,0
20.0,350.0,0
29.0,338.0,0
23.0,837.0,0
20.0,350.0,0
24.0,285.0,0
27.0,300.0,0
18.0,631.0,0
20.0,409.0,0
37.0,340.0,0
15.0,149.0,0
32.0,598.0,0
9.0,292.0,0
23.0,244.0,0
60.0,260.0,1
67.0,592.0,0
20.0,242.0,0
35.0,361.0,0
20.0,240.0,0
43.0,572.0,1
48.0,377.0,0
39.0,794.0,1
70.0,830.0,1
40.0,600.0,0
40.0,340.0,0
23.0,450.0,0
47.0,410.0,0
15.0,700.0,0
30.0,857.0,0
13.0,528.0,0
13.0,535.0,0
40.0,630.0,0
64.0,1000.0,0
15.0,700.0,0
22.0,376.0,0
20.0,292.0,0
19.0,273.0,0
14.0,370.0,0
12.0,285.0,0
34.0,236.0,0
61.0,603.0,0
33.0,548.0,1
22.0,870.0,0
20.0,372.0,0
34.0,900.0,0
25.0,600.0,0
23.0,800.0,0
18.0,549.0,0
20.0,654.0,0
5.0,465.0,0
35.0,1000.0,0
23.0,676.0,0
16.0,288.0,0
20.0,566.0,0
47.0,530.0,1
25.0,400.0,0
35.0,250.0,0
34.0,420.0,0
13.0,150.0,0
20.0,440.0,0
27.0,310.0,0
35.0,635.0,1
20.0,246.0,0
35.0,462.0,1
27.0,444.0,1
30.0,410.0,0
48.0,813.0,1
30.0,750.0,1
23.0,675.0,1
35.0,450.0,0
19.0,437.0,0
30.0,264.0,0
38.0,615.0,0
20.0,300.0,0
22.0,600.0,0
25.0,440.0,1
7.0,265.0,0
15.0,1315.0,0
22.0,407.0,0
20.0,201.0,0
27.0,395.0,0
9.0,365.0,0
24.0,270.0,0
49.0,725.0,0
58.0,662.0,0
54.0,1015.0,1
35.0,260.0,0
16.0,266.0,0
20.0,815.0,0
14.0,600.0,1
18.0,207.0,0
13.0,337.0,0
24.0,675.0,0
19.0,396.0,0
39.0,470.0,0
27.0,240.0,0
25.0,300.0,0
12.0,370.0,0
43.0,476.0,0
29.0,564.0,0
18.0,560.0,1
39.0,283.0,0
35.0,360.0,1
33.0,450.0,1
12.0,662.0,0
16.0,195.0,0
19.0,510.0,0
43.0,620.0,0
39.0,425.0,0
40.0,450.0,0
21.0,700.0,0
15.0,300.0,0
25.0,242.0,0
15.0,338.0,0
34.0,570.0,0
34.0,500.0,0
22.0,750.0,0
9.0,535.0,0
14.0,341.0,0
37.0,222.0,1
15.0,800.0,0
21.0,345.0,0
51.0,428.0,1
54.0,389.0,2
44.0,780.0,2
11.0,216.0,0
20.0,225.0,0
12.0,299.0,0
31.0,710.0,0
25.0,210.0,0
41.0,800.0,0
40.0,180.0,0
10.0,245.0,0
31.0,418.0,0
39.0,676.0,1
17.0,270.0,0
19.0,200.0,0
10.0,290.0,0
9.0,475.0,0
50.0,444.0,1
30.0,457.0,1
15.0,300.0,0
45.0,500.0,0
60.0,500.0,0
35.0,800.0,0
17.0,460.0,0
22.0,670.0,0
20.0,350.0,0
10.0,385.0,0
31.0,296.0,0
45.0,1000.0,3
26.0,250.0,0
46.0,1700.0,5
24.0,900.0,3
30.0,800.0,0
36.0,1400.0,2
33.0,1140.0,1
45.0,650.0,1
24.0,389.0,0
14.0,606.0,0
22.0,416.0,0
7.0,497.0,0
8.0,300.0,0
22.0,467.0,0
35.0,410.0,0
48.0,456.0,0
30.0,525.0,0
27.0,315.0,0
16.0,790.0,0
43.0,780.0,1
10.0,400.0,0
45.0,1400.0,3
23.0,386.0,0
27.0,300.0,0
46.0,772.0,0
27.0,669.0,0
18.0,830.0,0
16.0,300.0,0
45.0,430.0,0
30.0,450.0,0
16.0,582.0,0
17.0,688.0,0
14.0,200.0,0
30.0,225.0,0
40.0,500.0,1
37.0,180.0,0
13.0,310.0,0
20.0,100.0,0
31.0,611.0,0
28.0,602.0,0
31.0,342.0,0
19.0,293.0,0
40.0,508.0,0
31.0,532.0,0
40.0,630.0,2
46.0,795.0,2
35.0,434.0,0
62.0,472.0,0
60.0,338.0,0
27.0,348.0,0
12.0,402.0,0
14.0,391.0,0
45.0,1400.0,3
21.0,556.0,0
59.0,1075.0,0
20.0,211.0,0
22.0,381.0,0
17.0,350.0,0
11.0,567.0,0
23.0,600.0,0
42.0,291.0,0
42.0,480.0,0
14.0,254.0,0
33.0,350.0,0
22.0,160.0,0
39.0,365.0,0
30.0,160.0,0
24.0,324.0,0
28.0,325.0,0
9.0,204.0,0
15.0,324.0,0
44.0,800.0,0
32.0,200.0,0
20.0,557.0,0
26.0,595.0,0
18.0,981.0,0
10.0,250.0,0
52.0,820.0,2
11.0,329.0,0
9.0,860.0,0
40.0,300.0,0
9.0,700.0,0
25.0,745.0,0
23.0,256.0,0
17.0,326.0,0
11.0,239.0,0
10.0,500.0,0
20.0,300.0,0
8.0,382.0,0
16.0,326.0,0
28.0,750.0,0
20.0,340.0,0
37.0,379.0,0
36.0,237.0,0
14.0,310.0,0
38.0,429.0,0
26.0,275.0,0
18.0,480.0,0
28.0,490.0,0
12.0,416.0,0
18.0,528.0,0
17.0,320.0,0
32.0,1800.0,1
46.0,792.0,0
53.0,736.0,0
35.0,548.0,1
45.0,151.0,0
43.0,443.0,0
31.0,873.0,0
39.0,601.0,0
52.0,191.0,0
47.0,610.0,0
12.0,350.0,0
17.0,460.0,0
45.0,407.0,0
50.0,477.0,0
15.0,704.0,0
42.0,546.0,0
13.0,667.0,0
52.0,800.0,1
14.0,246.0,0
21.0,400.0,0
21.0,750.0,1
25.0,200.0,0
21.0,310.0,0
38.0,470.0,0
20.0,900.0,0
32.0,750.0,0
27.0,600.0,0
44.0,180.0,0
22.0,240.0,0
25.0,390.0,0
9.0,700.0,0
25.0,350.0,0
21.0,290.0,0
33.0,255.0,0
25.0,241.0,0
22.0,440.0,0
25.0,475.0,0
25.0,640.0,1
30.0,125.0,0
18.0,300.0,0
23.0,700.0,0
28.0,150.0,0
41.0,315.0,0
49.0,294.0,0
33.0,360.0,0
32.0,300.0,0
51.0,200.0,0
20.0,380.0,0
26.0,245.0,0
44.0,445.0,0
38.0,500.0,0
30.0,250.0,0
30.0,403.0,0
34.0,1030.0,0
37.0,630.0,0
20.0,449.0,0
50.0,2400.0,2
30.0,400.0,0
38.0,387.0,0
17.0,1103.0,0
29.0,603.0,1
45.0,885.0,1
14.0,544.0,0
22.0,337.0,0
25.0,964.0,1
32.0,300.0,0
23.0,210.0,2
31.0,259.0,0
20.0,125.0,0
13.0,180.0,0
19.0,760.0,0
20.0,970.0,0
21.0,918.0,0
20.0,500.0,0
16.0,545.0,0
32.0,191.0,0
43.0,290.0,0
25.0,500.0,0
42.0,341.0,0
9.0,1130.0,0
7.0,180.0,0
32.0,350.0,0
23.0,353.0,1
42.0,210.0,0
12.0,532.0,0
20.0,579.0,0
13.0,265.0,0
16.0,510.0,0
15.0,260.0,0
30.0,200.0,0
15.0,250.0,0
15.0,480.0,0
17.0,690.0,0
21.0,390.0,0
14.0,510.0,0
27.0,880.0,1
27.0,350.0,1
7.0,560.0,0
24.0,475.0,0
45.0,600.0,0
25.0,300.0,0
20.0,257.0,0
32.0,193.0,0
20.0,363.0,0
20.0,271.0,0
16.0,437.0,0
27.0,315.0,0
35.0,1350.0,0
26.0,540.0,0
9.0,500.0,0
22.0,447.0,0
17.0,160.0,0
53.0,357.0,0
13.0,350.0,0
26.0,268.0,0
19.0,270.0,0
26.0,563.0,0
27.0,100.0,0
16.0,755.0,0
35.0,401.0,0
31.0,267.0,0
24.0,456.0,0
44.0,550.0,0
14.0,223.0,0
10.0,600.0,0
20.0,980.0,0
10.0,540.0,0
13.0,250.0,0
16.0,332.0,0
19.0,150.0,0
18.0,333.0,0
27.0,471.0,0
41.0,161.0,0
18.0,182.0,0
20.0,289.0,0
41.0,1040.0,0
26.0,650.0,0
21.0,217.0,0
56.0,105.0,0
23.0,724.0,0
45.0,305.0,0
25.0,460.0,0
25.0,175.0,0
29.0,343.0,0
23.0,109.0,0
16.0,826.0,0
17.0,530.0,0
30.0,309.0,0
45.0,450.0,0
27.0,300.0,0
25.0,311.0,0
45.0,914.0,0
19.0,772.0,0
16.0,850.0,0
18.0,204.0,0
15.0,300.0,0
43.0,830.0,1
18.0,360.0,0
36.0,420.0,0
34.0,160.0,0
30.0,255.0,0
15.0,230.0,0
20.0,350.0,0
26.0,100.0,0
30.0,150.0,0
46.0,455.0,1
26.0,155.0,0
43.0,1267.0,1
49.0,320.0,0
35.0,529.0,0
52.0,709.0,0
37.0,319.0,0
28.0,229.0,0
30.0,241.0,0
30.0,443.0,0
22.0,362.0,0
28.0,330.0,0
42.0,910.0,1
30.0,470.0,0
18.0,800.0,0
39.0,727.0,1
36.0,865.0,1
47.0,622.0,0
18.0,300.0,0
45.0,1200.0,0
32.0,1200.0,0
37.0,1525.0,0
40.0,430.0,0
24.0,545.0,0
40.0,600.0,0
24.0,375.0,0
45.0,1500.0,0
35.0,338.0,0
26.0,289.0,0
36.0,80.0,0
17.0,250.0,0
34.0,282.0,0
45.0,750.0,2
21.0,192.0,0
20.0,498.0,0
15.0,552.0,0
33.0,499.0,0
39.0,825.0,0
15.0,445.0,0
10.0,162.0,0
55.0,200.0,0
27.0,236.0,0
22.0,320.0,0
50.0,1450.0,0
18.0,397.0,0
33.0,411.0,0
35.0,494.0,0
31.0,358.0,0
30.0,207.0,0
33.0,175.0,0
55.0,500.0,1
22.0,417.0,0
18.0,370.0,0
37.0,550.0,0
39.0,430.0,0
40.0,250.0,0
36.0,1090.0,1
20.0,415.0,0
24.0,175.0,0
29.0,409.0,0
31.0,285.0,0
25.0,558.0,0
22.0,917.0,1
9.0,229.0,0
19.0,305.0,0
45.0,500.0,0
15.0,350.0,0
35.0,1000.0,0
28.0,335.0,0
30.0,350.0,0
18.0,310.0,0
42.0,556.0,0
47.0,1075.0,0
24.0,380.0,0
33.0,275.0,0
36.0,450.0,0
15.0,363.0,0
18.0,453.0,0
17.0,250.0,0
38.0,921.0,0
20.0,450.0,0
19.0,165.0,0
46.0,270.0,0
35.0,850.0,1
42.0,459.0,0
34.0,360.0,0
40.0,1800.0,0
30.0,1110.0,0
50.0,627.0,0
28.0,300.0,0
19.0,962.0,0
38.0,1020.0,0
14.0,590.0,0
51.0,811.0,0
25.0,650.0,0
40.0,1575.0,0
28.0,389.0,0
29.0,550.0,0
36.0,601.0,0
35.0,572.0,0
43.0,460.0,0
36.0,341.0,0
48.0,975.0,1
41.0,550.0,0
32.0,200.0,0
37.0,686.0,0
37.0,200.0,0
50.0,296.0,1
32.0,473.0,0
46.0,817.0,0
27.0,577.0,0
25.0,448.0,0
38.0,407.0,1
32.0,483.0,0
65.0,560.0,0
17.0,490.0,0
21.0,680.0,0
38.0,270.0,0
35.0,725.0,0
29.0,576.0,1
31.0,361.0,0
20.0,400.0,0
40.0,670.0,0
43.0,520.0,0
24.0,269.0,0
43.0,610.0,0
21.0,468.0,0
35.0,419.0,0
37.0,354.0,1
23.0,444.0,0
35.0,600.0,0
28.0,320.0,0
25.0,627.0,0
75.0,676.0,0
56.0,593.0,0
47.0,275.0,0
20.0,274.0,0
12.0,380.0,0
32.0,349.0,0
50.0,435.0,0
15.0,724.0,0
24.0,190.0,0
32.0,427.0,0
32.0,180.0,0
38.0,730.0,0
33.0,270.0,0
33.0,325.0,0
40.0,311.0,0
30.0,219.0,0
23.0,460.0,0
43.0,853.0,1
44.0,367.0,0
11.0,425.0,0
20.0,300.0,0
36.0,701.0,0
18.0,760.0,0
34.0,200.0,0
45.0,170.0,0
39.0,570.0,0
21.0,435.0,0
18.0,175.0,0
18.0,490.0,0
29.0,380.0,0
23.0,175.0,0
30.0,510.0,0
40.0,1720.0,2
20.0,693.0,0
45.0,1000.0,1
54.0,603.0,1
26.0,138.0,0
33.0,152.0,0
23.0,303.0,0
47.0,1250.0,2
17.0,450.0,0
45.0,1155.0,1
41.0,560.0,0
27.0,255.0,0
25.0,460.0,0
14.0,581.0,0
42.0,375.0,0
29.0,233.0,0
41.0,1450.0,3
45.0,560.0,0
20.0,350.0,0
45.0,1300.0,0
32.0,600.0,0
30.0,626.0,0
12.0,350.0,0
16.0,252.0,0
7.0,297.0,0
41.0,473.0,0
8.0,450.0,0
15.0,344.0,0
40.0,329.0,0
28.0,302.0,0
32.0,450.0,0
34.0,116.0,0
45.0,255.0,0
28.0,545.0,0
14.0,415.0,0
21.0,635.0,0
28.0,185.0,0
25.0,180.0,0
29.0,220.0,0
13.0,870.0,0
9.0,350.0,0
30.0,133.0,0
39.0,208.0,0
32.0,212.0,0
30.0,222.0,0
42.0,331.0,0
23.0,257.0,0
20.0,316.0,0
22.0,138.0,0
26.0,483.0,0
38.0,763.0,0
10.0,380.0,0
10.0,328.0,0
19.0,289.0,0
42.0,378.0,0
24.0,319.0,0
26.0,322.0,0
14.0,260.0,0
18.0,400.0,0
22.0,515.0,0
29.0,600.0,0
44.0,353.0,0
25.0,93.0,0
21.0,243.0,0
36.0,381.0,0
10.0,128.0,0
10.0,488.0,0
21.0,335.0,0
22.0,171.0,0
21.0,420.0,0
41.0,516.0,0
35.0,556.0,0
23.0,362.0,0
21.0,314.0,0
14.0,505.0,0
20.0,386.0,0
23.0,446.0,0
34.0,829.0,0
41.0,216.0,0
12.0,357.0,0
6.0,477.0,0
13.0,206.0,0
32.0,833.0,0
27.0,498.0,0
41.0,567.0,1
23.0,403.0,1
24.0,569.0,0
41.0,500.0,0
21.0,650.0,0
25.0,232.0,0
41.0,317.0,0
15.0,224.0,0
27.0,264.0,0
27.0,689.0,0
39.0,350.0,0
27.0,1057.0,0
11.0,1288.0,0
24.0,225.0,0
19.0,217.0,0
35.0,278.0,0
14.0,500.0,0
38.0,325.0,0
11.0,378.0,0
44.0,212.0,0
17.0,697.0,0
32.0,309.0,0
10.0,428.0,0
23.0,434.0,0
17.0,455.0,0
36.0,400.0,0
14.0,660.0,0
10.0,676.0,0
35.0,404.0,0
33.0,328.0,0
23.0,302.0,0
55.0,325.0,0
30.0,173.0,0
18.0,256.0,0
38.0,300.0,0
29.0,363.0,0
20.0,340.0,0
16.0,280.0,0
9.0,500.0,0
10.0,735.0,0
21.0,470.0,0
11.0,404.0,0
38.0,744.0,1
27.0,300.0,0
16.0,287.0,0
11.0,310.0,0
37.0,372.0,0
10.0,540.0,0
40.0,1100.0,0
20.0,608.0,0
17.0,240.0,0
56.0,177.0,0
42.0,402.0,0
21.0,364.0,0
20.0,724.0,0
15.0,193.0,0
10.0,421.0,0
20.0,700.0,0
31.0,387.0,0
31.0,180.0,0
24.0,465.0,0
21.0,275.0,0
37.0,584.0,0
50.0,595.0,0
26.0,483.0,0
16.0,560.0,0
23.0,970.0,0
30.0,550.0,0
13.0,400.0,0
27.0,140.0,0
11.0,468.0,0
18.0,150.0,0
17.0,170.0,0
23.0,440.0,0
32.0,410.0,0
17.0,790.0,0
30.0,276.0,0
30.0,579.0,0
20.0,405.0,0
41.0,330.0,0
25.0,193.0,0
23.0,193.0,0
31.0,270.0,0
25.0,400.0,0
43.0,861.0,1
15.0,405.0,0
12.0,283.0,0
28.0,446.0,0
21.0,420.0,0
32.0,549.0,0
20.0,335.0,0
21.0,278.0,0
25.0,430.0,0
28.0,402.0,3
31.0,390.0,3
19.0,400.0,0
23.0,300.0,0
28.0,655.0,0
13.0,344.0,0
35.0,240.0,0
32.0,629.0,0
22.0,666.0,0
44.0,379.0,0
44.0,782.0,0
19.0,282.0,0
24.0,215.0,0
25.0,458.0,0
33.0,369.0,0
50.0,780.0,1
18.0,422.0,0
7.0,400.0,0
30.0,379.0,0
15.0,265.0,0
47.0,647.0,1
39.0,755.0,0
31.0,322.0,0
27.0,451.0,0
28.0,692.0,0
41.0,827.0,1
18.0,217.0,0
15.0,1124.0,0
32.0,473.0,0
22.0,690.0,0
18.0,251.0,0
21.0,252.0,0
30.0,425.0,0
19.0,320.0,0
28.0,322.0,0
29.0,547.0,0
44.0,770.0,1
36.0,455.0,0
15.0,389.0,0
27.0,310.0,0
7.0,320.0,0
29.0,127.0,0
30.0,580.0,0
29.0,605.0,0
18.0,324.0,0
18.0,222.0,0
17.0,321.0,0
27.0,515.0,0
38.0,802.0,0
22.0,308.0,1
19.0,671.0,0
28.0,189.0,0
17.0,438.0,0
13.0,237.0,0
45.0,650.0,1
45.0,580.0,1
19.0,228.0,0
33.0,903.0,0
22.0,398.0,0
34.0,361.0,0
32.0,268.0,0
21.0,416.0,0
25.0,186.0,0
23.0,309.0,0
21.0,290.0,0
20.0,363.0,0
18.0,501.0,0
41.0,263.0,0
5.0,514.0,0
46.0,650.0,0
33.0,715.0,0
58.0,850.0,1
14.0,983.0,0
17.0,444.0,0
12.0,193.0,0
37.0,1588.0,2
18.0,598.0,0
17.0,220.0,0
22.0,400.0,0
29.0,360.0,0
20.0,522.0,0
27.0,285.0,0
19.0,530.0,0
33.0,299.0,0
45.0,940.0,1
17.0,300.0,0
21.0,662.0,0
14.0,606.0,0
21.0,163.0,0
32.0,170.0,0
19.0,275.0,0
21.0,580.0,0
31.0,318.0,0
45.0,332.0,0
28.0,224.0,0
45.0,483.0,1
26.0,290.0,0
31.0,297.0,0
25.0,466.0,0
32.0,324.0,0
45.0,351.0,0
22.0,541.0,0
15.0,457.0,0
32.0,250.0,0
27.0,420.0,0
35.0,820.0,0
19.0,555.0,0
10.0,500.0,0
35.0,856.0,0
25.0,585.0,0
16.0,220.0,0
25.0,475.0,0
20.0,585.0,0
24.0,140.0,0
33.0,460.0,0
20.0,200.0,0
35.0,364.0,1
27.0,332.0,0
44.0,393.0,0
12.0,428.0,0
26.0,350.0,0
31.0,600.0,0
37.0,550.0,0
14.0,450.0,0
45.0,450.0,1
28.0,193.0,0
28.0,274.0,0
18.0,285.0,0
21.0,680.0,0
31.0,333.0,0
25.0,600.0,0
32.0,925.0,0
31.0,653.0,0
25.0,530.0,0
23.0,597.0,0
21.0,553.0,0
8.0,300.0,0
30.0,575.0,0
20.0,298.0,0
19.0,284.0,0
35.0,360.0,0
45.0,307.0,0
25.0,535.0,0
12.0,650.0,0
27.0,392.0,0
49.0,402.0,0
28.0,407.0,0
21.0,579.0,0
39.0,450.0,0
19.0,544.0,0
20.0,165.0,0
32.0,590.0,0
28.0,570.0,0
44.0,670.0,0
17.0,219.0,0
23.0,482.0,0
22.0,169.0,0
29.0,350.0,0
23.0,275.0,0
23.0,309.0,0
20.0,503.0,1
30.0,395.0,0
42.0,415.0,0
18.0,470.0,1
24.0,237.0,0
30.0,303.0,0
12.0,280.0,0
32.0,435.0,0
19.0,445.0,0
48.0,100.0,0
31.0,464.0,1
13.0,340.0,0
33.0,740.0,0
22.0,417.0,0
15.0,454.0,0
20.0,311.0,0
26.0,263.0,0
36.0,352.0,1
35.0,521.0,1
31.0,369.0,0
44.0,380.0,1
24.0,309.0,0
21.0,193.0,0
10.0,328.0,0
25.0,369.0,0
36.0,254.0,0
37.0,689.0,0
38.0,328.0,0
10.0,283.0,0
40.0,510.0,0
40.0,231.0,0
45.0,276.0,1
45.0,695.0,1
10.0,450.0,0
10.0,379.0,0
24.0,485.0,0
29.0,257.0,0
18.0,347.0,0
25.0,289.0,0
29.0,362.0,0
13.0,589.0,1
15.0,338.0,0
22.0,596.0,0
36.0,386.0,1
14.0,280.0,0
27.0,412.0,0
15.0,222.0,0
18.0,194.0,0
16.0,342.0,0
35.0,414.0,0
25.0,214.0,0
12.0,674.0,0
20.0,700.0,0
11.0,688.0,0
12.0,390.0,0
26.0,311.0,0
12.0,281.0,0
11.0,309.0,0
19.0,535.0,0
36.0,1198.0,0
30.0,418.0,0
17.0,366.0,0
15.0,550.0,0
25.0,434.0,0
10.0,271.0,0
20.0,309.0,0
20.0,280.0,0
32.0,189.0,0
19.0,510.0,0
35.0,450.0,0
17.0,103.0,0
30.0,514.0,0
22.0,295.0,0
31.0,193.0,0
13.0,386.0,0
16.0,340.0,0
13.0,300.0,0
10.0,333.0,0
41.0,243.0,0
41.0,531.0,0
22.0,271.0,0
20.0,106.0,0
26.0,187.0,0
18.0,370.0,0
22.0,540.0,0
27.0,309.0,0
40.0,516.0,0
42.0,484.0,1
20.0,235.0,0
25.0,482.0,0
32.0,434.0,0
28.0,450.0,0
42.0,560.0,0
34.0,365.0,0
31.0,350.0,0
15.0,294.0,0
35.0,250.0,0
45.0,550.0,0
20.0,440.0,0
17.0,677.0,0
17.0,426.0,0
14.0,289.0,0
18.0,540.0,0
20.0,643.0,0
50.0,572.0,0
28.0,158.0,0
36.0,315.0,0
32.0,550.0,0
7.0,620.0,0
32.0,328.0,0
19.0,444.0,0
20.0,479.0,0
13.0,550.0,0
25.0,539.0,0
15.0,415.0,0
35.0,386.0,0
29.0,584.0,1
16.0,355.0,0
27.0,462.0,0
28.0,450.0,0
27.0,558.0,0
35.0,714.0,0
26.0,212.0,0
40.0,740.0,0
16.0,500.0,0
19.0,383.0,0
45.0,350.0,1
33.0,525.0,0
24.0,354.0,0
25.0,254.0,0
14.0,320.0,0
10.0,550.0,0
14.0,247.0,0
22.0,710.0,0
26.0,141.0,0
22.0,445.0,0
24.0,364.0,0
25.0,158.0,0
16.0,505.0,0
31.0,382.0,0
19.0,231.0,0
20.0,750.0,0
16.0,231.0,0
29.0,173.0,0
13.0,251.0,0
25.0,375.0,0
13.0,585.0,0
24.0,240.0,0
24.0,212.0,0
27.0,218.0,0
23.0,108.0,0
32.0,216.0,0
10.0,539.0,0
31.0,674.0,0
24.0,317.0,0
12.0,597.0,0
43.0,722.0,1
14.0,324.0,0
17.0,301.0,0
14.0,300.0,0
12.0,436.0,0
34.0,148.0,0
14.0,393.0,0
10.0,221.0,0
15.0,183.0,0
17.0,398.0,0
18.0,414.0,0
17.0,268.0,0
25.0,469.0,0
33.0,307.0,0
17.0,348.0,0
38.0,270.0,0
26.0,380.0,0
23.0,535.0,1
23.0,524.0,0
32.0,294.0,0
20.0,263.0,0
12.0,517.0,0
22.0,170.0,0
37.0,243.0,1
45.0,450.0,0
35.0,320.0,1
15.0,181.0,0
10.0,339.0,0
23.0,386.0,0
25.0,621.0,0
15.0,275.0,0
27.0,293.0,0
11.0,386.0,0
12.0,317.0,0
21.0,202.0,0
23.0,264.0,0
19.0,462.0,0
24.0,280.0,0
28.0,400.0,0
42.0,560.0,1
24.0,353.0,0
14.0,302.0,0
17.0,246.0,0
12.0,302.0,0
22.0,493.0,0
30.0,187.0,0
30.0,183.0,0
27.0,336.0,0
17.0,220.0,0
18.0,360.0,0
10.0,463.0,0
35.0,487.0,1
10.0,282.0,0
27.0,724.0,0
10.0,463.0,0
16.0,431.0,0
19.0,176.0,0
15.0,456.0,0
31.0,350.0,0
32.0,135.0,0
34.0,270.0,0
14.0,482.0,0
16.0,463.0,0
22.0,407.0,0
21.0,491.0,1
19.0,585.0,1
19.0,262.0,0
19.0,400.0,0
15.0,270.0,0
18.0,328.0,0
13.0,519.0,0
11.0,386.0,0
25.0,168.0,0
23.0,483.0,0
48.0,271.0,0
11.0,313.0,0
24.0,237.0,0
30.0,206.0,0
27.0,599.0,0
14.0,506.0,0
26.0,493.0,0
24.0,449.0,0
52.0,347.0,0
20.0,241.0,0
14.0,115.0,0
24.0,207.0,0
